IntervalStartTime,Usage,Demand,Date,obs_hour,interval,air_temp,dew_pt,rpt_type
12:00:00 AM,3.786,15.144,2016-02-01,0,0,0.28,-2.80,FM-12
12:15:00 AM,3.66,14.64,2016-02-01,,,0.26,-2.85,
12:30:00 AM,3.654,14.616,2016-02-01,,,0.24,-2.89,
12:45:00 AM,3.888,15.552,2016-02-01,,,0.22,-2.94,
1:00:00 AM,3.558,14.232,2016-02-01,,,0.20,-2.98,
1:15:00 AM,4.44,17.76,2016-02-01,,,0.18,-3.03,
1:30:00 AM,3.834,15.336,2016-02-01,,,0.16,-3.08,
1:45:00 AM,3.798,15.192,2016-02-01,,,0.14,-3.12,
2:00:00 AM,3.594,14.376,2016-02-01,,,0.12,-3.17,
2:15:00 AM,3.888,15.552,2016-02-01,,,0.10,-3.21,
2:30:00 AM,3.792,15.168,2016-02-01,,,0.08,-3.26,
2:45:00 AM,3.75,15,2016-02-01,,,0.06,-3.30,
3:00:00 AM,3.558,14.232,2016-02-01,,,0.04,-3.35,
3:15:00 AM,3.864,15.456,2016-02-01,,,0.02,-3.40,
3:30:00 AM,3.75,15,2016-02-01,,,0.00,-3.44,
3:45:00 AM,3.666,14.664,2016-02-01,,,-0.02,-3.49,
4:00:00 AM,3.612,14.448,2016-02-01,,,-0.04,-3.53,
4:15:00 AM,3.816,15.264,2016-02-01,,,-0.06,-3.58,
4:30:00 AM,3.804,15.216,2016-02-01,,,-0.08,-3.63,
4:45:00 AM,3.738,14.952,2016-02-01,,,-0.10,-3.67,
2/1/16 5:00 AM,3.732,14.928,2016-02-01,,,-0.12,-3.72,
2/1/16 5:15 AM,3.798,15.192,2016-02-01,,,-0.14,-3.76,
2/1/16 5:30 AM,3.768,15.072,2016-02-01,,,-0.16,-3.81,
2/1/16 5:45 AM,3.696,14.784,2016-02-01,,,-0.18,-3.85,
2/1/16 6:00 AM,3.834,15.336,2016-02-01,6,0,-0.22,-3.90,FM-12
2/1/16 6:15 AM,5.22,20.88,2016-02-01,,,-0.23,-3.97,
2/1/16 6:30 AM,5.034,20.136,2016-02-01,,,-0.23,-4.04,
2/1/16 6:45 AM,4.206,16.824,2016-02-01,,,-0.24,-4.11,
2/1/16 7:00 AM,4.608,18.432,2016-02-01,,,-0.25,-4.18,
2/1/16 7:15 AM,5.07,20.28,2016-02-01,,,-0.25,-4.25,
2/1/16 7:30 AM,4.158,16.632,2016-02-01,,,-0.26,-4.33,
2/1/16 7:45 AM,3.996,15.984,2016-02-01,,,-0.27,-4.40,
2/1/16 8:00 AM,4.974,19.896,2016-02-01,,,-0.27,-4.47,
2/1/16 8:15 AM,4.332,17.328,2016-02-01,,,-0.28,-4.54,
2/1/16 8:30 AM,4.248,16.992,2016-02-01,,,-0.29,-4.61,
2/1/16 8:45 AM,4.686,18.744,2016-02-01,,,-0.29,-4.68,
2/1/16 9:00 AM,4.896,19.584,2016-02-01,,,-0.30,-4.75,
2/1/16 9:15 AM,4.974,19.896,2016-02-01,,,-0.31,-4.82,
2/1/16 9:30 AM,4.854,19.416,2016-02-01,,,-0.32,-4.89,
2/1/16 9:45 AM,5.184,20.736,2016-02-01,,,-0.32,-4.96,
2/1/16 10:00 AM,5.232,20.928,2016-02-01,,,-0.33,-5.03,
2/1/16 10:15 AM,5.124,20.496,2016-02-01,,,-0.34,-5.10,
2/1/16 10:30 AM,5.124,20.496,2016-02-01,,,-0.34,-5.18,
2/1/16 10:45 AM,5.268,21.072,2016-02-01,,,-0.35,-5.25,
2/1/16 11:00 AM,6.966,27.864,2016-02-01,,,-0.36,-5.32,
2/1/16 11:15 AM,5.7,22.8,2016-02-01,,,-0.36,-5.39,
2/1/16 11:30 AM,5.106,20.424,2016-02-01,,,-0.37,-5.46,
2/1/16 11:45 AM,5.172,20.688,2016-02-01,,,-0.38,-5.53,
2/1/16 12:00 PM,5.058,20.232,2016-02-01,12,0,-0.39,-5.60,FM-12
2/1/16 12:15 PM,5.172,20.688,2016-02-01,,,-0.39,-5.30,
2/1/16 12:30 PM,4.938,19.752,2016-02-01,12,2,-0.39,-5.00,FM-16
2/1/16 12:45 PM,6.498,25.992,2016-02-01,,,-0.42,-5.30,
2/1/16 1:00 PM,6.42,25.68,2016-02-01,13,0,-0.44,-5.60,FM-16
2/1/16 1:15 PM,4.956,19.824,2016-02-01,,,-0.42,-5.41,
2/1/16 1:30 PM,4.824,19.296,2016-02-01,,,-0.39,-5.21,
2/1/16 1:45 PM,4.914,19.656,2016-02-01,,,-0.37,-5.02,
2/1/16 2:00 PM,4.848,19.392,2016-02-01,,,-0.34,-4.82,
2/1/16 2:15 PM,4.602,18.408,2016-02-01,,,-0.32,-4.63,
2/1/16 2:30 PM,4.95,19.8,2016-02-01,,,-0.30,-4.43,
2/1/16 2:45 PM,4.968,19.872,2016-02-01,,,-0.27,-4.24,
2/1/16 3:00 PM,5.58,22.32,2016-02-01,,,-0.25,-4.04,
2/1/16 3:15 PM,4.818,19.272,2016-02-01,,,-0.23,-3.85,
2/1/16 3:30 PM,4.938,19.752,2016-02-01,,,-0.20,-3.65,
2/1/16 3:45 PM,4.656,18.624,2016-02-01,,,-0.18,-3.46,
2/1/16 4:00 PM,3.984,15.936,2016-02-01,,,-0.15,-3.26,
2/1/16 4:15 PM,4.008,16.032,2016-02-01,,,-0.13,-3.07,
2/1/16 4:30 PM,4.17,16.68,2016-02-01,,,-0.11,-2.87,
2/1/16 4:45 PM,3.864,15.456,2016-02-01,,,-0.08,-2.68,
2/1/16 5:00 PM,4.272,17.088,2016-02-01,,,-0.06,-2.48,
2/1/16 5:15 PM,4.47,17.88,2016-02-01,,,-0.04,-2.29,
2/1/16 5:30 PM,4.158,16.632,2016-02-01,,,-0.01,-2.09,
2/1/16 5:45 PM,4.062,16.248,2016-02-01,,,0.01,-1.90,
2/1/16 6:00 PM,4.128,16.512,2016-02-01,18,0,0.06,-1.70,FM-12
2/1/16 6:15 PM,4.146,16.584,2016-02-01,,,0.06,-1.74,
2/1/16 6:30 PM,4.116,16.464,2016-02-01,,,0.07,-1.78,
2/1/16 6:45 PM,4.158,16.632,2016-02-01,,,0.07,-1.83,
2/1/16 7:00 PM,4.218,16.872,2016-02-01,,,0.08,-1.87,
2/1/16 7:15 PM,3.948,15.792,2016-02-01,,,0.08,-1.91,
2/1/16 7:30 PM,4.038,16.152,2016-02-01,,,0.09,-1.95,
2/1/16 7:45 PM,4.194,16.776,2016-02-01,,,0.09,-1.99,
2/1/16 8:00 PM,4.044,16.176,2016-02-01,,,0.09,-2.03,
2/1/16 8:15 PM,3.948,15.792,2016-02-01,,,0.10,-2.08,
2/1/16 8:30 PM,4.008,16.032,2016-02-01,,,0.10,-2.12,
2/1/16 8:45 PM,3.786,15.144,2016-02-01,,,0.11,-2.16,
2/1/16 9:00 PM,3.864,15.456,2016-02-01,21,0,0.11,-2.20,FM-16
2/1/16 9:15 PM,3.294,13.176,2016-02-01,21,1,-0.06,-2.80,FM-16
2/1/16 9:30 PM,3.318,13.272,2016-02-01,,,-0.06,-2.90,
2/1/16 9:45 PM,3.09,12.36,2016-02-01,,,-0.07,-3.00,
2/1/16 10:00 PM,3.324,13.296,2016-02-01,,,-0.07,-3.10,
2/1/16 10:15 PM,3.324,13.296,2016-02-01,,,-0.08,-3.20,
2/1/16 10:30 PM,3.222,12.888,2016-02-01,,,-0.08,-3.30,
2/1/16 10:45 PM,3.162,12.648,2016-02-01,,,-0.09,-3.40,
2/1/16 11:00 PM,3.312,13.248,2016-02-01,,,-0.09,-3.50,
2/1/16 11:15 PM,3.294,13.176,2016-02-01,,,-0.10,-3.60,
2/1/16 11:30 PM,3.114,12.456,2016-02-01,,,-0.10,-3.70,
2/1/16 11:45 PM,3.342,13.368,2016-02-01,,,-0.11,-3.80,
2/2/16 12:00 AM,3.312,13.248,2016-02-02,0,0,-0.11,-3.90,FM-12
2/2/16 12:15 AM,3.24,12.96,2016-02-02,,,-0.12,-3.96,
2/2/16 12:30 AM,3.108,12.432,2016-02-02,,,-0.12,-4.01,
2/2/16 12:45 AM,3.39,13.56,2016-02-02,,,-0.13,-4.07,
2/2/16 1:00 AM,3.18,12.72,2016-02-02,,,-0.14,-4.12,
2/2/16 1:15 AM,3.198,12.792,2016-02-02,,,-0.14,-4.18,
2/2/16 1:30 AM,3.312,13.248,2016-02-02,,,-0.15,-4.23,
2/2/16 1:45 AM,3.27,13.08,2016-02-02,,,-0.16,-4.29,
2/2/16 2:00 AM,3.216,12.864,2016-02-02,,,-0.16,-4.34,
2/2/16 2:15 AM,3.168,12.672,2016-02-02,2,1,-0.17,-4.40,FM-16
2/2/16 2:30 AM,3.432,13.728,2016-02-02,,,-0.18,-4.45,
2/2/16 2:45 AM,3.276,13.104,2016-02-02,,,-0.19,-4.51,
2/2/16 3:00 AM,3.168,12.672,2016-02-02,,,-0.20,-4.56,
2/2/16 3:15 AM,3.168,12.672,2016-02-02,,,-0.21,-4.62,
2/2/16 3:30 AM,3.306,13.224,2016-02-02,,,-0.22,-4.67,
2/2/16 3:45 AM,3.3,13.2,2016-02-02,,,-0.23,-4.73,
2/2/16 4:00 AM,3.03,12.12,2016-02-02,,,-0.24,-4.78,
2/2/16 4:15 AM,4.098,16.392,2016-02-02,,,-0.25,-4.84,
2/2/16 4:30 AM,3.27,13.08,2016-02-02,,,-0.26,-4.89,
2/2/16 4:45 AM,3.162,12.648,2016-02-02,,,-0.27,-4.95,
2/2/16 5:00 AM,3.138,12.552,2016-02-02,5,0,-0.28,-5.00,FM-16
2/2/16 5:15 AM,3.354,13.416,2016-02-02,,,-0.25,-5.00,
2/2/16 5:30 AM,3.264,13.056,2016-02-02,,,-0.23,-5.00,
2/2/16 5:45 AM,3.348,13.392,2016-02-02,,,-0.20,-5.00,
2/2/16 6:00 AM,3.672,14.688,2016-02-02,6,0,-0.17,-5.00,FM-12
2/2/16 6:15 AM,5.13,20.52,2016-02-02,,,-0.18,-5.11,
2/2/16 6:30 AM,4.98,19.92,2016-02-02,,,-0.18,-5.22,
2/2/16 6:45 AM,4.302,17.208,2016-02-02,,,-0.19,-5.33,
2/2/16 7:00 AM,4.53,18.12,2016-02-02,,,-0.19,-5.44,
2/2/16 7:15 AM,4.404,17.616,2016-02-02,,,-0.20,-5.55,
2/2/16 7:30 AM,4.266,17.064,2016-02-02,,,-0.20,-5.66,
2/2/16 7:45 AM,3.708,14.832,2016-02-02,,,-0.21,-5.77,
2/2/16 8:00 AM,4.23,16.92,2016-02-02,,,-0.21,-5.88,
2/2/16 8:15 AM,4.332,17.328,2016-02-02,,,-0.22,-5.99,
2/2/16 8:30 AM,4.434,17.736,2016-02-02,8,2,-0.22,-6.10,FM-16
2/2/16 8:45 AM,4.512,18.048,2016-02-02,,,-0.22,-5.85,
2/2/16 9:00 AM,4.752,19.008,2016-02-02,9,0,-0.22,-5.60,FM-16
2/2/16 9:15 AM,5.016,20.064,2016-02-02,9,1,-0.22,-5.60,FM-16
2/2/16 9:30 AM,4.842,19.368,2016-02-02,,,-0.22,-5.60,
2/2/16 9:45 AM,4.932,19.728,2016-02-02,,,-0.22,-5.60,
2/2/16 10:00 AM,5.064,20.256,2016-02-02,,,-0.22,-5.60,
2/2/16 10:15 AM,4.8,19.2,2016-02-02,,,-0.22,-5.60,
2/2/16 10:30 AM,4.968,19.872,2016-02-02,,,-0.22,-5.60,
2/2/16 10:45 AM,5.118,20.472,2016-02-02,,,-0.22,-5.60,
2/2/16 11:00 AM,7.65,30.6,2016-02-02,,,-0.22,-5.60,
2/2/16 11:15 AM,4.824,19.296,2016-02-02,11,1,-0.22,-5.60,FM-16
2/2/16 11:30 AM,4.926,19.704,2016-02-02,,,-0.22,-5.60,
2/2/16 11:45 AM,5.004,20.016,2016-02-02,,,-0.22,-5.60,
2/2/16 12:00 PM,5.628,22.512,2016-02-02,12,0,-0.22,-5.60,FM-12
2/2/16 12:15 PM,6.456,25.824,2016-02-02,,,-0.22,-5.30,
2/2/16 12:30 PM,4.644,18.576,2016-02-02,12,2,-0.22,-5.00,FM-16
2/2/16 12:45 PM,4.734,18.936,2016-02-02,,,-0.22,-5.14,
2/2/16 1:00 PM,4.62,18.48,2016-02-02,,,-0.22,-5.28,
2/2/16 1:15 PM,4.698,18.792,2016-02-02,,,-0.22,-5.41,
2/2/16 1:30 PM,4.776,19.104,2016-02-02,,,-0.22,-5.55,
2/2/16 1:45 PM,4.668,18.672,2016-02-02,,,-0.22,-5.69,
2/2/16 2:00 PM,4.44,17.76,2016-02-02,,,-0.22,-5.83,
2/2/16 2:15 PM,4.464,17.856,2016-02-02,,,-0.22,-5.96,
2/2/16 2:30 PM,4.416,17.664,2016-02-02,14,2,-0.22,-6.10,FM-16
2/2/16 2:45 PM,4.056,16.224,2016-02-02,,,-0.21,-6.06,
2/2/16 3:00 PM,3.672,14.688,2016-02-02,,,-0.20,-6.02,
2/2/16 3:15 PM,4.05,16.2,2016-02-02,,,-0.19,-5.98,
2/2/16 3:30 PM,4.044,16.176,2016-02-02,,,-0.18,-5.93,
2/2/16 3:45 PM,3.894,15.576,2016-02-02,,,-0.17,-5.89,
2/2/16 4:00 PM,3.222,12.888,2016-02-02,,,-0.17,-5.85,
2/2/16 4:15 PM,3.36,13.44,2016-02-02,,,-0.16,-5.81,
2/2/16 4:30 PM,3.516,14.064,2016-02-02,,,-0.15,-5.77,
2/2/16 4:45 PM,3.24,12.96,2016-02-02,,,-0.14,-5.73,
2/2/16 5:00 PM,3.492,13.968,2016-02-02,,,-0.13,-5.68,
2/2/16 5:15 PM,3.342,13.368,2016-02-02,,,-0.12,-5.64,
2/2/16 5:30 PM,3.228,12.912,2016-02-02,17,2,-0.11,-5.60,FM-16
2/2/16 5:30 PM,3.228,12.912,2016-02-02,17,2,-0.17,-5.00,FM-16
2/2/16 5:45 PM,3.222,12.888,2016-02-02,,,-0.17,-4.70,
2/2/16 6:00 PM,3.474,13.896,2016-02-02,18,0,-0.17,-4.40,FM-12
2/2/16 6:00 PM,3.474,13.896,2016-02-02,18,0,-0.17,-3.90,FM-16
2/2/16 6:00 PM,3.474,13.896,2016-02-02,18,0,-0.17,-3.90,FM-16
2/2/16 6:15 PM,3.27,13.08,2016-02-02,18,1,-0.22,-3.90,FM-16
2/2/16 6:15 PM,3.27,13.08,2016-02-02,18,1,-0.22,-3.90,FM-16
2/2/16 6:30 PM,3.138,12.552,2016-02-02,18,2,-0.22,-3.30,FM-16
2/2/16 6:45 PM,3.294,13.176,2016-02-02,,,-0.22,-3.30,
2/2/16 7:00 PM,3.234,12.936,2016-02-02,19,0,-0.22,-3.30,FM-16
2/2/16 7:15 PM,4.026,16.104,2016-02-02,19,1,-0.22,-3.30,FM-16
2/2/16 7:30 PM,3.024,12.096,2016-02-02,,,-0.21,-3.30,
2/2/16 7:45 PM,3.306,13.224,2016-02-02,,,-0.21,-3.30,
2/2/16 8:00 PM,3.204,12.816,2016-02-02,,,-0.20,-3.30,
2/2/16 8:15 PM,3.162,12.648,2016-02-02,,,-0.20,-3.30,
2/2/16 8:30 PM,3.12,12.48,2016-02-02,,,-0.19,-3.30,
2/2/16 8:45 PM,3.24,12.96,2016-02-02,,,-0.19,-3.30,
2/2/16 9:00 PM,3.3,13.2,2016-02-02,,,-0.18,-3.30,
2/2/16 9:15 PM,3.09,12.36,2016-02-02,,,-0.18,-3.30,
2/2/16 9:30 PM,3.192,12.768,2016-02-02,21,2,-0.17,-3.30,FM-16
2/2/16 9:45 PM,3.258,13.032,2016-02-02,,,-0.17,-3.30,
2/2/16 10:00 PM,3.324,13.296,2016-02-02,,,-0.17,-3.30,
2/2/16 10:15 PM,2.976,11.904,2016-02-02,22,1,-0.17,-3.30,FM-16
2/2/16 10:30 PM,3.336,13.344,2016-02-02,,,-0.18,-3.39,
2/2/16 10:45 PM,3.258,13.032,2016-02-02,,,-0.18,-3.47,
2/2/16 11:00 PM,3.318,13.272,2016-02-02,,,-0.19,-3.56,
2/2/16 11:15 PM,3.144,12.576,2016-02-02,,,-0.20,-3.64,
2/2/16 11:30 PM,3.27,13.08,2016-02-02,,,-0.21,-3.73,
2/2/16 11:45 PM,3.39,13.56,2016-02-02,,,-0.21,-3.81,
2/3/16 12:00 AM,3.252,13.008,2016-02-03,0,0,-0.22,-3.90,FM-16
2/3/16 12:00 AM,3.252,13.008,2016-02-03,0,0,-0.22,-3.90,FM-12
2/3/16 12:15 AM,3.126,12.504,2016-02-03,,,-0.23,-3.98,
2/3/16 12:30 AM,3.36,13.44,2016-02-03,,,-0.24,-4.07,
2/3/16 12:45 AM,3.336,13.344,2016-02-03,,,-0.25,-4.15,
2/3/16 1:00 AM,3.252,13.008,2016-02-03,,,-0.25,-4.24,
2/3/16 1:15 AM,3.132,12.528,2016-02-03,,,-0.26,-4.32,
2/3/16 1:30 AM,3.288,13.152,2016-02-03,,,-0.27,-4.41,
2/3/16 1:45 AM,3.648,14.592,2016-02-03,,,-0.28,-4.49,
2/3/16 2:00 AM,3.714,14.856,2016-02-03,,,-0.29,-4.58,
2/3/16 2:15 AM,3.066,12.264,2016-02-03,,,-0.30,-4.66,
2/3/16 2:30 AM,3.402,13.608,2016-02-03,,,-0.30,-4.75,
2/3/16 2:45 AM,3.24,12.96,2016-02-03,,,-0.31,-4.83,
2/3/16 3:00 AM,3.276,13.104,2016-02-03,,,-0.32,-4.92,
2/3/16 3:15 AM,3.066,12.264,2016-02-03,3,1,-0.33,-5.00,FM-16
2/3/16 3:15 AM,3.066,12.264,2016-02-03,3,1,-0.33,-5.00,FM-16
2/3/16 3:30 AM,3.546,14.184,2016-02-03,3,2,-0.33,-5.00,FM-16
2/3/16 3:45 AM,3.294,13.176,2016-02-03,,,-0.33,-5.20,
2/3/16 4:00 AM,3.198,12.792,2016-02-03,,,-0.33,-5.40,
2/3/16 4:15 AM,3.12,12.48,2016-02-03,4,1,-0.33,-5.60,FM-16
2/3/16 4:30 AM,3.306,13.224,2016-02-03,,,-0.35,-5.77,
2/3/16 4:45 AM,3.306,13.224,2016-02-03,,,-0.37,-5.93,
2/3/16 5:00 AM,3.084,12.336,2016-02-03,5,0,-0.39,-6.10,FM-16
2/3/16 5:15 AM,3.27,13.08,2016-02-03,,,-0.40,-6.25,
2/3/16 5:30 AM,3.354,13.416,2016-02-03,,,-0.42,-6.40,
2/3/16 5:45 AM,3.18,12.72,2016-02-03,,,-0.43,-6.55,
2/3/16 6:00 AM,3.786,15.144,2016-02-03,6,0,-0.44,-6.70,FM-12
2/3/16 6:15 AM,4.182,16.728,2016-02-03,6,1,-0.44,-7.20,FM-16
2/3/16 6:30 AM,5.922,23.688,2016-02-03,,,-0.46,-7.28,
2/3/16 6:45 AM,4.296,17.184,2016-02-03,,,-0.47,-7.35,
2/3/16 7:00 AM,4.224,16.896,2016-02-03,,,-0.49,-7.43,
2/3/16 7:15 AM,4.65,18.6,2016-02-03,,,-0.50,-7.50,
2/3/16 7:30 AM,4.536,18.144,2016-02-03,,,-0.52,-7.58,
2/3/16 7:45 AM,3.792,15.168,2016-02-03,,,-0.53,-7.65,
2/3/16 8:00 AM,4.008,16.032,2016-02-03,,,-0.55,-7.73,
2/3/16 8:15 AM,4.224,16.896,2016-02-03,8,1,-0.56,-7.80,FM-16
2/3/16 8:30 AM,4.248,16.992,2016-02-03,,,-0.57,-7.91,
2/3/16 8:45 AM,5.346,21.384,2016-02-03,,,-0.58,-8.01,
2/3/16 9:00 AM,5.082,20.328,2016-02-03,,,-0.59,-8.12,
2/3/16 9:15 AM,5.106,20.424,2016-02-03,,,-0.60,-8.23,
2/3/16 9:30 AM,4.668,18.672,2016-02-03,,,-0.61,-8.33,
2/3/16 9:45 AM,4.818,19.272,2016-02-03,,,-0.62,-8.44,
2/3/16 10:00 AM,4.914,19.656,2016-02-03,,,-0.63,-8.55,
2/3/16 10:15 AM,4.812,19.248,2016-02-03,,,-0.65,-8.65,
2/3/16 10:30 AM,4.854,19.416,2016-02-03,,,-0.66,-8.76,
2/3/16 10:45 AM,5.262,21.048,2016-02-03,,,-0.67,-8.87,
2/3/16 11:00 AM,7.386,29.544,2016-02-03,,,-0.68,-8.97,
2/3/16 11:15 AM,5.088,20.352,2016-02-03,,,-0.69,-9.08,
2/3/16 11:30 AM,5.43,21.72,2016-02-03,,,-0.70,-9.19,
2/3/16 11:45 AM,5.406,21.624,2016-02-03,,,-0.71,-9.29,
2/3/16 12:00 PM,5.154,20.616,2016-02-03,12,0,-0.72,-9.40,FM-12
2/3/16 12:15 PM,6.432,25.728,2016-02-03,,,-0.72,-9.70,
2/3/16 12:30 PM,6.3,25.2,2016-02-03,12,2,-0.72,-10.00,FM-16
2/3/16 12:45 PM,6.012,24.048,2016-02-03,,,-0.74,-10.15,
2/3/16 1:00 PM,4.998,19.992,2016-02-03,,,-0.75,-10.30,
2/3/16 1:15 PM,5.304,21.216,2016-02-03,,,-0.77,-10.45,
2/3/16 1:30 PM,6.402,25.608,2016-02-03,13,2,-0.78,-10.60,FM-16
2/3/16 1:30 PM,6.402,25.608,2016-02-03,13,2,-0.78,-10.60,FM-16
2/3/16 1:45 PM,5.268,21.072,2016-02-03,,,-0.80,-10.77,
2/3/16 2:00 PM,5.052,20.208,2016-02-03,,,-0.81,-10.93,
2/3/16 2:15 PM,5.154,20.616,2016-02-03,14,1,-0.83,-11.10,FM-16
2/3/16 2:30 PM,4.446,17.784,2016-02-03,14,2,-0.83,-11.10,FM-16
2/3/16 2:45 PM,4.776,19.104,2016-02-03,,,-0.83,-11.19,
2/3/16 3:00 PM,5.334,21.336,2016-02-03,,,-0.83,-11.27,
2/3/16 3:15 PM,4.92,19.68,2016-02-03,,,-0.83,-11.36,
2/3/16 3:30 PM,5.112,20.448,2016-02-03,,,-0.82,-11.45,
2/3/16 3:45 PM,4.866,19.464,2016-02-03,,,-0.82,-11.53,
2/3/16 4:00 PM,4.506,18.024,2016-02-03,,,-0.82,-11.62,
2/3/16 4:15 PM,6.114,24.456,2016-02-03,,,-0.82,-11.71,
2/3/16 4:30 PM,5.562,22.248,2016-02-03,,,-0.82,-11.79,
2/3/16 4:45 PM,4.668,18.672,2016-02-03,,,-0.82,-11.88,
2/3/16 5:00 PM,5.118,20.472,2016-02-03,,,-0.82,-11.97,
2/3/16 5:15 PM,5.736,22.944,2016-02-03,,,-0.82,-12.06,
2/3/16 5:30 PM,5.544,22.176,2016-02-03,,,-0.81,-12.14,
2/3/16 5:45 PM,6.636,26.544,2016-02-03,,,-0.81,-12.23,
2/3/16 6:00 PM,5.442,21.768,2016-02-03,,,-0.81,-12.32,
2/3/16 6:15 PM,6.75,27,2016-02-03,,,-0.81,-12.40,
2/3/16 6:30 PM,7.17,28.68,2016-02-03,,,-0.81,-12.49,
2/3/16 6:45 PM,6.942,27.768,2016-02-03,,,-0.81,-12.58,
2/3/16 7:00 PM,4.968,19.872,2016-02-03,,,-0.81,-12.66,
2/3/16 7:15 PM,7.224,28.896,2016-02-03,,,-0.81,-12.75,
2/3/16 7:30 PM,7.728,30.912,2016-02-03,,,-0.80,-12.84,
2/3/16 7:45 PM,7.692,30.768,2016-02-03,,,-0.80,-12.92,
2/3/16 8:00 PM,7.41,29.64,2016-02-03,,,-0.80,-13.01,
2/3/16 8:15 PM,7.368,29.472,2016-02-03,,,-0.80,-13.10,
2/3/16 8:30 PM,8.094,32.376,2016-02-03,,,-0.80,-13.18,
2/3/16 8:45 PM,6.87,27.48,2016-02-03,,,-0.80,-13.27,
2/3/16 9:00 PM,4.614,18.456,2016-02-03,,,-0.80,-13.36,
2/3/16 9:15 PM,3.834,15.336,2016-02-03,,,-0.79,-13.44,
2/3/16 9:30 PM,3.822,15.288,2016-02-03,,,-0.79,-13.53,
2/3/16 9:45 PM,3.576,14.304,2016-02-03,,,-0.79,-13.62,
2/3/16 10:00 PM,3.762,15.048,2016-02-03,,,-0.79,-13.71,
2/3/16 10:15 PM,3.774,15.096,2016-02-03,,,-0.79,-13.79,
2/3/16 10:30 PM,3.642,14.568,2016-02-03,,,-0.79,-13.88,
2/3/16 10:45 PM,3.69,14.76,2016-02-03,,,-0.79,-13.97,
2/3/16 11:00 PM,3.834,15.336,2016-02-03,,,-0.79,-14.05,
2/3/16 11:15 PM,3.678,14.712,2016-02-03,,,-0.78,-14.14,
2/3/16 11:30 PM,3.708,14.832,2016-02-03,,,-0.78,-14.23,
2/3/16 11:45 PM,3.876,15.504,2016-02-03,,,-0.78,-14.31,
2/4/16 12:00 AM,3.762,15.048,2016-02-04,0,0,-0.78,-14.40,FM-12
2/4/16 12:15 AM,3.636,14.544,2016-02-04,,,-0.80,-14.40,
2/4/16 12:30 AM,3.87,15.48,2016-02-04,,,-0.81,-14.40,
2/4/16 12:45 AM,3.882,15.528,2016-02-04,,,-0.83,-14.40,
2/4/16 1:00 AM,3.606,14.424,2016-02-04,,,-0.85,-14.40,
2/4/16 1:15 AM,3.888,15.552,2016-02-04,,,-0.86,-14.40,
2/4/16 1:30 AM,3.852,15.408,2016-02-04,,,-0.88,-14.40,
2/4/16 1:45 AM,3.636,14.544,2016-02-04,,,-0.89,-14.40,
2/4/16 2:00 AM,3.792,15.168,2016-02-04,,,-0.91,-14.40,
2/4/16 2:15 AM,3.858,15.432,2016-02-04,,,-0.93,-14.40,
2/4/16 2:30 AM,3.63,14.52,2016-02-04,,,-0.94,-14.40,
2/4/16 2:45 AM,3.882,15.528,2016-02-04,,,-0.96,-14.40,
2/4/16 3:00 AM,3.84,15.36,2016-02-04,,,-0.98,-14.40,
2/4/16 3:15 AM,3.654,14.616,2016-02-04,,,-0.99,-14.40,
2/4/16 3:30 AM,3.888,15.552,2016-02-04,,,-1.01,-14.40,
2/4/16 3:45 AM,3.894,15.576,2016-02-04,,,-1.02,-14.40,
2/4/16 4:00 AM,4.356,17.424,2016-02-04,,,-1.04,-14.40,
2/4/16 4:15 AM,3.858,15.432,2016-02-04,,,-1.06,-14.40,
2/4/16 4:30 AM,3.906,15.624,2016-02-04,,,-1.07,-14.40,
2/4/16 4:45 AM,3.798,15.192,2016-02-04,,,-1.09,-14.40,
2/4/16 5:00 AM,3.684,14.736,2016-02-04,,,-1.11,-14.40,
2/4/16 5:15 AM,3.75,15,2016-02-04,,,-1.12,-14.40,
2/4/16 5:30 AM,3.99,15.96,2016-02-04,,,-1.14,-14.40,
2/4/16 5:45 AM,3.696,14.784,2016-02-04,,,-1.15,-14.40,
2/4/16 6:00 AM,3.912,15.648,2016-02-04,6,0,-1.17,-14.40,FM-12
2/4/16 6:15 AM,5.136,20.544,2016-02-04,,,-1.17,-14.33,
2/4/16 6:30 AM,5.076,20.304,2016-02-04,,,-1.16,-14.27,
2/4/16 6:45 AM,4.206,16.824,2016-02-04,,,-1.16,-14.20,
2/4/16 7:00 AM,4.506,18.024,2016-02-04,,,-1.15,-14.13,
2/4/16 7:15 AM,4.656,18.624,2016-02-04,,,-1.15,-14.07,
2/4/16 7:30 AM,4.194,16.776,2016-02-04,,,-1.14,-14.00,
2/4/16 7:45 AM,3.726,14.904,2016-02-04,,,-1.14,-13.93,
2/4/16 8:00 AM,4.116,16.464,2016-02-04,,,-1.13,-13.87,
2/4/16 8:15 AM,4.338,17.352,2016-02-04,,,-1.13,-13.80,
2/4/16 8:30 AM,4.212,16.848,2016-02-04,,,-1.12,-13.73,
2/4/16 8:45 AM,4.686,18.744,2016-02-04,,,-1.12,-13.67,
2/4/16 9:00 AM,10.326,41.304,2016-02-04,,,-1.12,-13.60,
2/4/16 9:15 AM,9.756,39.024,2016-02-04,,,-1.11,-13.53,
2/4/16 9:30 AM,5.208,20.832,2016-02-04,,,-1.11,-13.47,
2/4/16 9:45 AM,5.04,20.16,2016-02-04,,,-1.10,-13.40,
2/4/16 10:00 AM,5.286,21.144,2016-02-04,,,-1.10,-13.33,
