"","obs_year","obs_month","obs_day","obs_hour","obs_min","rpt_type","wind_angle","wind_speed","air_temp","dew_pt","sea_level_press","obs_date","week"
"1629",2016,2,12,18,0,"FM-12",320,6.7,-12.2,-20.6,1032.6,2016-02-12,7
"1630",2016,2,12,18,53,"FM-15",320,9.8,-12.2,-22.2,1032.8,2016-02-12,7
"1631",2016,2,12,19,53,"FM-15",330,7.7,-12.2,-22.8,1033.3,2016-02-12,7
"1632",2016,2,12,20,53,"FM-15",330,8.2,-12.2,-22.8,1033.7,2016-02-12,7
"1633",2016,2,12,21,53,"FM-15",310,7.7,-12.2,-22.8,1034.4,2016-02-12,7
"1634",2016,2,12,22,53,"FM-15",330,7.2,-12.8,-23.9,1035.3,2016-02-12,7
"1635",2016,2,12,23,53,"FM-15",320,5.7,-13.9,-24.4,1036.2,2016-02-12,7
"1636",2016,2,13,0,0,"FM-12",320,5.7,-13.9,-24.4,1036.2,2016-02-13,7
"1637",2016,2,13,0,53,"FM-15",320,5.1,-14.4,-23.9,1036.5,2016-02-13,7
"1638",2016,2,13,1,53,"FM-15",300,4.6,-15,-23.3,1037.3,2016-02-13,7
"1639",2016,2,13,2,53,"FM-15",310,5.7,-15.6,-23.9,1037.4,2016-02-13,7
"1640",2016,2,13,3,53,"FM-15",310,5.7,-16.7,-23.3,1038,2016-02-13,7
"1641",2016,2,13,4,53,"FM-15",310,4.6,-17.2,-23.9,1038.5,2016-02-13,7
"1642",2016,2,13,5,53,"FM-15",310,5.1,-17.8,-24.4,1039.1,2016-02-13,7
"1644",2016,2,13,6,0,"FM-12",310,5.1,-17.8,-24.4,1039.1,2016-02-13,7
"1645",2016,2,13,6,53,"FM-15",310,4.6,-18.9,-24.4,1039.7,2016-02-13,7
"1646",2016,2,13,7,53,"FM-15",310,4.1,-19.4,-24.4,1039.9,2016-02-13,7
"1647",2016,2,13,8,53,"FM-15",320,2.6,-20,-24.4,1040.2,2016-02-13,7
"1648",2016,2,13,9,53,"FM-15",310,3.1,-20.6,-25,1040.1,2016-02-13,7
"1649",2016,2,13,10,53,"FM-15",320,2.1,-21.1,-25,1039.9,2016-02-13,7
"1650",2016,2,13,11,53,"FM-15",330,1.5,-21.1,-25,1039.8,2016-02-13,7
"1651",2016,2,13,12,0,"FM-12",330,1.5,-21.1,-25,1039.8,2016-02-13,7
"1652",2016,2,13,12,53,"FM-15",310,1.5,-20.6,-25.6,1040.1,2016-02-13,7
"1653",2016,2,13,13,53,"FM-15",280,2.1,-21.1,-25,1040.2,2016-02-13,7
"1654",2016,2,13,14,53,"FM-15",999,0,-18.9,-23.9,1040.2,2016-02-13,7
"1655",2016,2,13,15,53,"FM-15",999,0,-18.3,-23.9,1040,2016-02-13,7
"1656",2016,2,13,16,53,"FM-15",999,0,-17.2,-23.3,1039.5,2016-02-13,7
"1657",2016,2,13,17,53,"FM-15",999,0,-14.4,-23.3,1038.7,2016-02-13,7
"1658",2016,2,13,18,0,"FM-12",999,0,-14.4,-23.3,1038.7,2016-02-13,7
"1659",2016,2,13,18,53,"FM-15",130,2.1,-13.9,-23.3,1037.5,2016-02-13,7
"1660",2016,2,13,19,53,"FM-15",140,3.6,-12.8,-23.3,1035.8,2016-02-13,7
"1661",2016,2,13,20,53,"FM-15",120,3.6,-12.8,-23.3,1034.8,2016-02-13,7
"1662",2016,2,13,21,53,"FM-15",150,4.1,-12.2,-23.3,1034,2016-02-13,7
"1663",2016,2,13,22,53,"FM-15",140,3.6,-12.8,-22.8,1033.5,2016-02-13,7
"1664",2016,2,13,23,53,"FM-15",140,3.1,-13.9,-22.2,1032.9,2016-02-13,7
"1665",2016,2,14,0,0,"FM-12",140,3.1,-13.9,-22.2,1032.9,2016-02-14,7
"1666",2016,2,14,0,53,"FM-15",150,3.6,-13.9,-22.2,1032.4,2016-02-14,7
"1667",2016,2,14,1,53,"FM-15",130,4.1,-14.4,-21.7,1031.5,2016-02-14,7
"1668",2016,2,14,2,53,"FM-15",140,3.1,-14.4,-21.7,1030.8,2016-02-14,7
"1669",2016,2,14,3,53,"FM-15",140,4.6,-13.9,-21.7,1030.1,2016-02-14,7
"1670",2016,2,14,4,53,"FM-15",150,4.6,-13.9,-21.7,1028.8,2016-02-14,7
"1671",2016,2,14,5,53,"FM-15",140,3.6,-13.9,-21.1,1028.1,2016-02-14,7
"1673",2016,2,14,6,0,"FM-12",140,3.6,-13.9,-21.1,1028.1,2016-02-14,7
"1674",2016,2,14,6,53,"FM-15",130,3.1,-13.3,-20.6,1027.1,2016-02-14,7
"1675",2016,2,14,7,53,"FM-15",120,4.6,-12.8,-20.6,1026,2016-02-14,7
"1676",2016,2,14,8,53,"FM-15",110,5.1,-12.2,-19.4,1025,2016-02-14,7
"1677",2016,2,14,9,53,"FM-15",120,4.6,-12.8,-19.4,1023.8,2016-02-14,7
"1678",2016,2,14,10,53,"FM-15",110,7.2,-12.2,-18.9,1022.1,2016-02-14,7
"1679",2016,2,14,11,53,"FM-15",130,5.1,-11.7,-17.8,1021.6,2016-02-14,7
"1680",2016,2,14,12,0,"FM-12",130,5.1,-11.7,-17.8,1021.6,2016-02-14,7
"1682",2016,2,14,12,53,"FM-15",120,7.2,-11.7,-17.2,1020.4,2016-02-14,7
"1683",2016,2,14,13,53,"FM-15",130,7.2,-11.7,-16.1,1020,2016-02-14,7
"1684",2016,2,14,14,53,"FM-15",140,4.6,-11.1,-15.6,1019.9,2016-02-14,7
"1685",2016,2,14,15,29,"FM-16",130,5.7,-10,-13.9,9999.9,2016-02-14,7
"1686",2016,2,14,15,53,"FM-15",140,5.1,-10,-13.9,1019.2,2016-02-14,7
"1687",2016,2,14,16,4,"FM-16",130,6.2,-10,-13.3,9999.9,2016-02-14,7
"1688",2016,2,14,16,36,"FM-16",130,6.7,-10,-13.3,9999.9,2016-02-14,7
"1689",2016,2,14,16,53,"FM-15",130,5.7,-9.4,-12.8,1018.8,2016-02-14,7
"1690",2016,2,14,17,53,"FM-15",150,6.2,-7.8,-11.7,1018,2016-02-14,7
"1691",2016,2,14,18,0,"FM-12",150,6.2,-7.8,-11.7,1018,2016-02-14,7
"1693",2016,2,14,18,19,"FM-16",140,8.8,-7.8,-12.2,9999.9,2016-02-14,7
"1694",2016,2,14,18,53,"FM-15",150,6.2,-7.8,-12.2,1016.7,2016-02-14,7
"1695",2016,2,14,19,53,"FM-15",150,5.7,-7.8,-11.7,1015.6,2016-02-14,7
"1696",2016,2,14,20,34,"FM-16",130,5.1,-7.8,-11.1,9999.9,2016-02-14,7
"1697",2016,2,14,20,53,"FM-15",120,5.1,-7.8,-11.1,1014.8,2016-02-14,7
"1698",2016,2,14,21,32,"FM-16",140,6.7,-7.2,-11.7,9999.9,2016-02-14,7
"1699",2016,2,14,21,53,"FM-15",160,5.7,-7.2,-11.1,1015.3,2016-02-14,7
"1700",2016,2,14,22,53,"FM-15",160,6.7,-7.2,-11.1,1015.6,2016-02-14,7
"1701",2016,2,14,23,13,"FM-16",160,5.1,-7.8,-11.1,9999.9,2016-02-14,7
"1702",2016,2,14,23,25,"FM-16",150,4.6,-7.8,-11.1,9999.9,2016-02-14,7
"1703",2016,2,14,23,31,"FM-16",140,5.1,-7.8,-10.6,9999.9,2016-02-14,7
"1704",2016,2,14,23,53,"FM-15",140,3.1,-7.8,-10,1015.6,2016-02-14,7
"1705",2016,2,14,23,56,"FM-16",140,4.1,-7.8,-10,9999.9,2016-02-14,7
"1706",2016,2,15,0,0,"FM-12",140,3.1,-7.8,-10,1015.6,2016-02-15,7
"1708",2016,2,15,0,9,"FM-16",140,4.6,-8.3,-10.6,9999.9,2016-02-15,7
"1709",2016,2,15,0,14,"FM-16",140,5.1,-8.3,-10.6,9999.9,2016-02-15,7
"1710",2016,2,15,0,20,"FM-16",140,4.6,-8.3,-10.6,9999.9,2016-02-15,7
"1711",2016,2,15,0,46,"FM-16",150,4.6,-8.3,-10.6,9999.9,2016-02-15,7
"1712",2016,2,15,0,53,"FM-15",150,5.1,-8.3,-10.6,1015.3,2016-02-15,7
"1713",2016,2,15,1,53,"FM-15",150,4.6,-8.3,-11.1,1014.9,2016-02-15,7
"1714",2016,2,15,2,41,"FM-16",150,4.6,-8.3,-11.1,9999.9,2016-02-15,7
"1715",2016,2,15,2,53,"FM-15",150,4.6,-7.8,-11.1,1014.6,2016-02-15,7
"1716",2016,2,15,3,53,"FM-15",150,4.6,-8.3,-11.1,1014.2,2016-02-15,7
"1717",2016,2,15,4,53,"FM-15",160,4.1,-8.3,-11.1,1013.9,2016-02-15,7
"1718",2016,2,15,5,53,"FM-15",160,3.6,-7.8,-11.1,1013.2,2016-02-15,7
"1720",2016,2,15,6,0,"FM-12",160,3.6,-7.8,-11.1,1013.2,2016-02-15,7
"1721",2016,2,15,6,39,"FM-16",160,2.6,-7.8,-10.6,9999.9,2016-02-15,7
"1722",2016,2,15,6,53,"FM-15",160,3.6,-7.8,-10.6,1012.9,2016-02-15,7
"1723",2016,2,15,7,53,"FM-15",160,3.6,-7.8,-10,1012.8,2016-02-15,7
"1724",2016,2,15,8,21,"FM-16",160,3.1,-7.8,-9.4,9999.9,2016-02-15,7
"1725",2016,2,15,8,53,"FM-15",150,2.6,-7.8,-9.4,1012,2016-02-15,7
"1726",2016,2,15,9,53,"FM-15",170,2.1,-7.8,-8.9,1011.5,2016-02-15,7
"1727",2016,2,15,10,53,"FM-15",210,2.1,-7.2,-8.9,1011.5,2016-02-15,7
"1728",2016,2,15,11,43,"FM-16",190,1.5,-7.2,-8.3,9999.9,2016-02-15,7
"1729",2016,2,15,11,53,"FM-15",200,1.5,-7.2,-8.3,1011.2,2016-02-15,7
"1730",2016,2,15,12,53,"FM-15",180,2.6,-6.7,-8.3,1010.7,2016-02-15,7
"1731",2016,2,15,13,53,"FM-15",180,2.1,-6.7,-8.3,1010.9,2016-02-15,7
"1732",2016,2,15,14,51,"FM-16",200,2.1,-6,-8,9999.9,2016-02-15,7
"1733",2016,2,15,14,53,"FM-15",200,2.1,-6.1,-7.8,1010.8,2016-02-15,7
"1734",2016,2,15,15,53,"FM-15",180,2.1,-5,-7.2,1010.1,2016-02-15,7
"1735",2016,2,15,16,29,"FM-16",180,2.1,-3.9,-6.1,9999.9,2016-02-15,7
"1736",2016,2,15,16,53,"FM-15",160,1.5,-2.8,-6.1,1009.4,2016-02-15,7
"1737",2016,2,15,17,23,"FM-16",150,2.6,-2.2,-6.1,9999.9,2016-02-15,7
"1738",2016,2,15,17,53,"SY-MT",130,3.1,-1.7,-6.1,1008.8,2016-02-15,7
"1739",2016,2,15,18,53,"FM-15",160,4.1,-1.1,-5.6,1008,2016-02-15,7
"1740",2016,2,15,19,53,"FM-15",160,4.1,-0.6,-5.6,1007.5,2016-02-15,7
"1741",2016,2,15,20,53,"FM-15",160,4.6,0,-5,1006.6,2016-02-15,7
"1742",2016,2,15,21,53,"FM-15",150,4.1,-0.6,-4.4,1006.9,2016-02-15,7
"1743",2016,2,15,22,30,"FM-16",160,3.6,-0.6,-4.4,9999.9,2016-02-15,7
"1744",2016,2,15,22,53,"FM-15",160,4.6,-0.6,-3.9,1006.8,2016-02-15,7
"1745",2016,2,15,23,53,"FM-15",130,4.1,-0.6,-3.9,1006.5,2016-02-15,7
"1746",2016,2,16,0,0,"FM-12",130,4.1,-0.6,-3.9,1006.5,2016-02-16,7
"1747",2016,2,16,0,53,"FM-15",140,3.6,-1.1,-3.9,1006.6,2016-02-16,7
"1748",2016,2,16,1,53,"FM-15",140,3.6,-1.1,-3.9,1006.2,2016-02-16,7
"1749",2016,2,16,2,51,"FM-16",140,3.1,-2,-4,9999.9,2016-02-16,7
"1750",2016,2,16,2,53,"FM-15",140,3.1,-1.7,-3.9,1006.3,2016-02-16,7
"1751",2016,2,16,3,12,"FM-16",140,2.6,-1.1,-3.9,9999.9,2016-02-16,7
"1752",2016,2,16,3,24,"FM-16",140,2.6,-1.1,-3.3,9999.9,2016-02-16,7
"1753",2016,2,16,3,51,"FM-16",120,3.6,-2,-3,9999.9,2016-02-16,7
"1754",2016,2,16,3,53,"FM-15",130,3.1,-1.7,-2.8,1006.3,2016-02-16,7
"1755",2016,2,16,4,53,"FM-15",130,2.6,-1.1,-1.7,1006.1,2016-02-16,7
"1756",2016,2,16,5,39,"FM-16",120,2.1,-1.1,-1.7,9999.9,2016-02-16,7
"1757",2016,2,16,5,53,"FM-15",110,2.1,-0.6,-1.7,1006.2,2016-02-16,7
"1759",2016,2,16,6,0,"FM-12",110,2.1,-0.6,-1.7,1006.2,2016-02-16,7
"1760",2016,2,16,6,15,"FM-16",110,2.1,-0.6,-1.7,9999.9,2016-02-16,7
"1761",2016,2,16,6,48,"FM-16",110,1.5,-1,-1,9999.9,2016-02-16,7
"1762",2016,2,16,6,53,"FM-15",100,1.5,-0.6,-1.1,1006.4,2016-02-16,7
"1763",2016,2,16,7,53,"FM-15",360,1.5,-0.6,-1.1,1007,2016-02-16,7
"1764",2016,2,16,8,53,"FM-15",999,0,-0.6,-1.1,1007,2016-02-16,7
"1765",2016,2,16,9,17,"FM-16",999,0,-0.6,-1.7,9999.9,2016-02-16,7
"1766",2016,2,16,9,36,"FM-16",999,0,-0.6,-1.7,9999.9,2016-02-16,7
"1767",2016,2,16,9,53,"FM-15",999,0,-0.6,-1.7,1007.3,2016-02-16,7
"1768",2016,2,16,10,20,"FM-16",999,0,-0.6,-1.1,9999.9,2016-02-16,7
"1769",2016,2,16,10,53,"FM-15",360,1.5,0,-1.1,1008.5,2016-02-16,7
"1770",2016,2,16,10,57,"FM-16",999,0,0,-1.1,9999.9,2016-02-16,7
"1771",2016,2,16,11,6,"FM-16",330,2.1,0,-1.1,9999.9,2016-02-16,7
"1772",2016,2,16,11,25,"FM-16",330,3.6,0,-1.1,9999.9,2016-02-16,7
"1773",2016,2,16,11,33,"FM-16",330,2.6,0,-0.6,9999.9,2016-02-16,7
"1774",2016,2,16,11,46,"FM-16",340,2.6,0,-0.6,9999.9,2016-02-16,7
"1775",2016,2,16,11,53,"FM-15",999,3.1,0,-0.6,1009.2,2016-02-16,7
"1776",2016,2,16,12,0,"FM-12",999,3.1,0,-0.6,1009.2,2016-02-16,7
"1777",2016,2,16,12,14,"FM-16",350,4.6,0,-1.1,9999.9,2016-02-16,7
"1778",2016,2,16,12,25,"FM-16",350,5.1,0,-1.1,9999.9,2016-02-16,7
"1779",2016,2,16,12,40,"FM-16",350,5.1,0,-1.1,9999.9,2016-02-16,7
"1780",2016,2,16,12,53,"FM-15",350,4.1,0,-1.7,1010.3,2016-02-16,7
"1781",2016,2,16,12,58,"FM-16",350,4.6,-0.6,-1.7,9999.9,2016-02-16,7
"1782",2016,2,16,13,5,"FM-16",350,5.7,0,-1.7,9999.9,2016-02-16,7
"1783",2016,2,16,13,53,"FM-15",360,5.7,-0.6,-2.2,1011.8,2016-02-16,7
"1784",2016,2,16,14,21,"FM-16",360,5.1,-0.6,-2.8,9999.9,2016-02-16,7
"1785",2016,2,16,14,53,"FM-15",360,6.2,-0.6,-4.4,1012.7,2016-02-16,7
"1786",2016,2,16,15,53,"FM-15",360,4.6,0,-4.4,1013,2016-02-16,7
"1787",2016,2,16,16,53,"FM-15",340,5.1,-0.6,-5,1014,2016-02-16,7
"1788",2016,2,16,17,53,"FM-15",330,5.7,0,-5,1014.6,2016-02-16,7
"1789",2016,2,16,18,0,"FM-12",330,5.7,0,-5,1014.6,2016-02-16,7
"1790",2016,2,16,18,53,"FM-15",290,3.6,0,-5.6,1014,2016-02-16,7
"1791",2016,2,16,19,53,"FM-15",310,5.7,0.6,-5.6,1013.8,2016-02-16,7
"1792",2016,2,16,20,39,"FM-16",310,3.6,1.1,-6.1,9999.9,2016-02-16,7
"1793",2016,2,16,20,53,"FM-15",290,5.7,1.1,-6.1,1014.1,2016-02-16,7
"1794",2016,2,16,21,53,"FM-15",310,7.2,-0.6,-7.2,1015.1,2016-02-16,7
"1795",2016,2,16,22,53,"FM-15",320,5.1,-0.6,-7.2,1015.3,2016-02-16,7
"1796",2016,2,16,23,53,"FM-15",330,4.1,-1.7,-8.3,1015.9,2016-02-16,7
"1797",2016,2,17,0,0,"FM-12",330,4.1,-1.7,-8.3,1015.9,2016-02-17,7
"1798",2016,2,17,0,53,"FM-15",330,2.6,-2.8,-8.9,1016.7,2016-02-17,7
"1799",2016,2,17,1,53,"FM-15",330,2.6,-3.3,-8.9,1017.1,2016-02-17,7
"1800",2016,2,17,2,53,"FM-15",340,1.5,-3.9,-9.4,1018.2,2016-02-17,7
"1801",2016,2,17,3,53,"FM-15",999,0,-4.4,-11.1,1018.9,2016-02-17,7
"1802",2016,2,17,4,53,"FM-15",999,0,-5,-12.2,1019.4,2016-02-17,7
"1803",2016,2,17,5,53,"FM-15",350,2.6,-6.1,-12.8,1019.8,2016-02-17,7
"1805",2016,2,17,6,0,"FM-12",350,2.6,-6.1,-12.8,1019.8,2016-02-17,7
"1806",2016,2,17,6,53,"FM-15",360,2.1,-6.7,-13.3,1020.1,2016-02-17,7
"1807",2016,2,17,7,53,"FM-15",360,2.1,-7.2,-13.3,1020.6,2016-02-17,7
"1808",2016,2,17,8,53,"FM-15",10,2.6,-7.8,-13.9,1021.4,2016-02-17,7
"1809",2016,2,17,9,53,"FM-15",30,2.1,-8.3,-14.4,1022,2016-02-17,7
"1810",2016,2,17,10,53,"FM-15",10,2.1,-9.4,-13.9,1023,2016-02-17,7
"1811",2016,2,17,11,53,"FM-15",40,1.5,-9.4,-14.4,1023.6,2016-02-17,7
"1812",2016,2,17,12,0,"FM-12",40,1.5,-9.4,-14.4,1023.6,2016-02-17,7
"1813",2016,2,17,12,53,"FM-15",999,0,-9.4,-14.4,1024.3,2016-02-17,7
"1814",2016,2,17,13,53,"FM-15",50,2.6,-8.9,-13.9,1024.9,2016-02-17,7
"1815",2016,2,17,14,53,"FM-15",70,2.1,-7.2,-12.8,1025.2,2016-02-17,7
"1816",2016,2,17,15,53,"FM-15",130,3.1,-6.1,-12.8,1025.4,2016-02-17,7
"1817",2016,2,17,16,53,"FM-15",160,3.1,-3.9,-12.8,1025.7,2016-02-17,7
"1818",2016,2,17,17,53,"FM-15",160,1.5,-3.3,-12.2,1025.9,2016-02-17,7
"1819",2016,2,17,18,0,"FM-12",160,1.5,-3.3,-12.2,1025.9,2016-02-17,7
"1820",2016,2,17,18,53,"FM-15",140,3.1,-2.8,-12.2,1025.3,2016-02-17,7
"1821",2016,2,17,19,53,"FM-15",130,3.1,-2.2,-12.8,1024.8,2016-02-17,7
"1822",2016,2,17,20,53,"FM-15",130,3.6,-2.2,-11.1,1024.9,2016-02-17,7
"1823",2016,2,17,21,53,"FM-15",130,4.1,-2.2,-10.6,1024.8,2016-02-17,7
"1824",2016,2,17,22,53,"FM-15",130,5.7,-2.2,-10.6,1024.6,2016-02-17,7
"1825",2016,2,17,23,53,"FM-15",130,3.6,-2.2,-10.6,1024.6,2016-02-17,7
"1826",2016,2,18,0,0,"FM-12",130,3.6,-2.2,-10.6,1024.6,2016-02-18,8
"1827",2016,2,18,0,53,"FM-15",130,4.6,-2.8,-10,1024.9,2016-02-18,8
"1828",2016,2,18,1,53,"FM-15",140,3.6,-2.8,-10.6,1025,2016-02-18,8
"1829",2016,2,18,2,53,"FM-15",140,4.1,-2.8,-10.6,1024.8,2016-02-18,8
"1830",2016,2,18,3,53,"FM-15",130,4.6,-2.8,-10.6,1023.8,2016-02-18,8
"1831",2016,2,18,4,53,"FM-15",140,3.1,-3.3,-10.6,1023.6,2016-02-18,8
"1832",2016,2,18,5,53,"FM-15",140,3.6,-3.9,-10.6,1022.9,2016-02-18,8
"1834",2016,2,18,6,0,"FM-12",140,3.6,-3.9,-10.6,1022.9,2016-02-18,8
"1835",2016,2,18,6,53,"FM-15",140,5.1,-3.9,-9.4,1022.5,2016-02-18,8
"1836",2016,2,18,7,53,"FM-15",150,4.6,-3.3,-8.3,1022.3,2016-02-18,8
"1837",2016,2,18,8,53,"FM-15",150,6.2,-2.8,-7.8,1021.1,2016-02-18,8
"1838",2016,2,18,9,53,"FM-15",150,6.7,-2.2,-6.7,1020.2,2016-02-18,8
"1839",2016,2,18,10,7,"FM-16",140,5.7,-2.2,-6.7,9999.9,2016-02-18,8
"1840",2016,2,18,10,53,"FM-15",150,4.6,-2.2,-6.1,1019.9,2016-02-18,8
"1841",2016,2,18,10,55,"FM-16",150,4.6,-2.2,-6.1,9999.9,2016-02-18,8
"1842",2016,2,18,11,53,"SY-MT",130,6.2,-2.2,-6.1,1019,2016-02-18,8
"1843",2016,2,18,12,53,"FM-15",120,6.2,-2.2,-6.1,1018.2,2016-02-18,8
"1844",2016,2,18,13,53,"FM-15",120,6.2,-2.2,-6.1,1017.5,2016-02-18,8
"1845",2016,2,18,14,53,"FM-15",120,8.2,-1.7,-5.6,1016.3,2016-02-18,8
"1846",2016,2,18,15,53,"FM-15",130,9.8,0,-4.4,1015.2,2016-02-18,8
"1847",2016,2,18,16,53,"FM-15",130,11.3,0.6,-3.3,1013.9,2016-02-18,8
"1848",2016,2,18,17,53,"FM-15",130,9.8,2.2,-2.2,1012.2,2016-02-18,8
"1849",2016,2,18,18,53,"FM-15",120,10.3,2.8,-2.2,1010.2,2016-02-18,8
"1850",2016,2,18,19,53,"FM-15",130,8.8,2.8,-1.7,1009.2,2016-02-18,8
"1851",2016,2,18,20,53,"FM-15",140,7.7,3.3,-1.7,1008.4,2016-02-18,8
"1852",2016,2,18,21,53,"FM-15",130,9.3,3.3,-1.1,1007.1,2016-02-18,8
"1853",2016,2,18,22,53,"FM-15",140,8.2,3.3,-1.1,1005.5,2016-02-18,8
"1854",2016,2,18,23,53,"FM-15",140,5.1,3.3,-0.6,1004.7,2016-02-18,8
"1855",2016,2,19,0,0,"FM-12",140,5.1,3.3,-0.6,1004.7,2016-02-19,8
"1856",2016,2,19,0,53,"FM-15",150,8.2,4.4,0,1003.9,2016-02-19,8
"1857",2016,2,19,1,53,"FM-15",160,8.8,4.4,0.6,1002.8,2016-02-19,8
"1858",2016,2,19,2,53,"FM-15",150,8.8,4.4,1.1,1002.1,2016-02-19,8
"1859",2016,2,19,3,4,"FM-16",140,7.7,4.4,1.1,9999.9,2016-02-19,8
"1860",2016,2,19,3,53,"FM-15",130,4.6,4.4,1.1,1001.8,2016-02-19,8
"1861",2016,2,19,4,15,"FM-16",130,3.1,4.4,1.1,9999.9,2016-02-19,8
"1862",2016,2,19,4,53,"FM-15",120,4.1,3.3,0.6,1000.6,2016-02-19,8
"1863",2016,2,19,5,53,"FM-15",120,4.6,3.3,0.6,999.6,2016-02-19,8
"1865",2016,2,19,6,0,"FM-12",120,4.6,3.3,0.6,999.6,2016-02-19,8
"1866",2016,2,19,6,33,"FM-16",120,5.7,3.3,0.6,9999.9,2016-02-19,8
"1867",2016,2,19,6,53,"FM-15",130,6.7,3.3,0.6,996.9,2016-02-19,8
"1868",2016,2,19,7,53,"FM-15",120,3.1,3.3,0.6,996.3,2016-02-19,8
"1869",2016,2,19,8,53,"FM-15",120,3.6,1.7,0,994.9,2016-02-19,8
"1870",2016,2,19,9,53,"FM-15",150,2.6,2.8,0.6,993.9,2016-02-19,8
"1871",2016,2,19,10,53,"FM-15",90,4.1,2.8,0.6,991.7,2016-02-19,8
"1872",2016,2,19,11,53,"FM-15",120,3.6,2.2,0,991.1,2016-02-19,8
"1873",2016,2,19,12,0,"FM-12",120,3.6,2.2,0,991.1,2016-02-19,8
"1874",2016,2,19,12,35,"FM-16",120,3.1,2.8,0.6,9999.9,2016-02-19,8
"1875",2016,2,19,12,53,"FM-15",120,4.6,3.3,0.6,989.2,2016-02-19,8
"1876",2016,2,19,13,41,"FM-16",90,2.1,3.3,0.6,9999.9,2016-02-19,8
"1877",2016,2,19,13,53,"FM-15",70,2.6,3.3,0.6,988.3,2016-02-19,8
"1878",2016,2,19,14,10,"FM-16",140,2.6,2.8,0.6,9999.9,2016-02-19,8
"1879",2016,2,19,14,11,"FM-16",140,1.5,2.8,0.6,9999.9,2016-02-19,8
"1880",2016,2,19,14,51,"FM-16",210,1.5,3,1,9999.9,2016-02-19,8
"1881",2016,2,19,14,53,"FM-15",220,2.1,3.3,1.1,988.2,2016-02-19,8
"1882",2016,2,19,15,37,"FM-16",300,5.7,5.6,3.3,9999.9,2016-02-19,8
"1883",2016,2,19,15,53,"FM-15",280,8.8,5.6,3.3,988.3,2016-02-19,8
"1884",2016,2,19,16,1,"FM-16",280,10.3,6.1,3.9,9999.9,2016-02-19,8
"1885",2016,2,19,16,5,"FM-16",290,10.3,6.1,4.4,9999.9,2016-02-19,8
"1886",2016,2,19,16,7,"FM-16",290,9.3,6.1,4.4,9999.9,2016-02-19,8
"1887",2016,2,19,16,21,"FM-16",290,6.2,6.1,5,9999.9,2016-02-19,8
"1888",2016,2,19,16,32,"FM-16",270,6.7,6.1,4.4,9999.9,2016-02-19,8
"1889",2016,2,19,16,40,"FM-16",250,6.7,5.6,4.4,9999.9,2016-02-19,8
"1890",2016,2,19,16,53,"FM-15",260,6.7,4.4,3.3,990.1,2016-02-19,8
"1891",2016,2,19,17,4,"FM-16",250,7.7,4.4,3.3,9999.9,2016-02-19,8
"1892",2016,2,19,17,53,"FM-15",280,10.8,4.4,2.8,992.6,2016-02-19,8
"1893",2016,2,19,18,0,"FM-12",280,10.8,4.4,2.8,992.6,2016-02-19,8
"1894",2016,2,19,18,16,"FM-16",280,10.3,4.4,2.2,9999.9,2016-02-19,8
"1895",2016,2,19,18,53,"FM-15",280,9.3,3.9,1.7,994.7,2016-02-19,8
"1896",2016,2,19,19,22,"FM-16",270,8.2,3.9,1.1,9999.9,2016-02-19,8
"1897",2016,2,19,19,53,"FM-15",290,9.3,3.9,0.6,997.1,2016-02-19,8
"1898",2016,2,19,20,8,"FM-16",280,7.2,3.9,0.6,9999.9,2016-02-19,8
"1899",2016,2,19,20,53,"FM-15",270,8.2,4.4,0.6,999.2,2016-02-19,8
"1900",2016,2,19,21,53,"FM-15",270,9.3,6.7,1.1,1000.5,2016-02-19,8
"1901",2016,2,19,22,53,"FM-15",260,6.2,7.2,2.2,1001.8,2016-02-19,8
"1902",2016,2,19,23,53,"FM-15",250,5.7,6.7,1.7,1003,2016-02-19,8
"1903",2016,2,20,0,0,"FM-12",250,5.7,6.7,1.7,1003,2016-02-20,8
"1904",2016,2,20,0,53,"FM-15",240,4.1,6.1,1.7,1004,2016-02-20,8
"1905",2016,2,20,1,53,"FM-15",240,5.7,6.1,1.1,1004.5,2016-02-20,8
"1906",2016,2,20,2,53,"FM-15",240,4.6,5.6,0.6,1004.7,2016-02-20,8
"1907",2016,2,20,3,53,"FM-15",230,4.6,5.6,0.6,1004.6,2016-02-20,8
"1908",2016,2,20,4,53,"FM-15",220,4.1,5,0,1004.3,2016-02-20,8
"1909",2016,2,20,5,53,"FM-15",220,4.1,5.6,0,1003.7,2016-02-20,8
"1911",2016,2,20,6,0,"FM-12",220,4.1,5.6,0,1003.7,2016-02-20,8
"1912",2016,2,20,6,53,"FM-15",250,5.7,6.1,0,1004.2,2016-02-20,8
"1913",2016,2,20,7,53,"FM-15",280,7.2,5.6,0,1005.3,2016-02-20,8
"1914",2016,2,20,8,53,"FM-15",290,8.8,4.4,-1.1,1006.9,2016-02-20,8
"1915",2016,2,20,9,53,"FM-15",280,5.1,3.3,-1.1,1007.5,2016-02-20,8
"1916",2016,2,20,10,53,"FM-15",260,3.6,2.2,-1.1,1008.4,2016-02-20,8
"1917",2016,2,20,11,53,"FM-15",260,2.6,1.7,-1.1,1009.3,2016-02-20,8
"1918",2016,2,20,12,0,"FM-12",260,2.6,1.7,-1.1,1009.3,2016-02-20,8
"1919",2016,2,20,12,53,"FM-15",240,2.6,1.1,-1.7,1010.1,2016-02-20,8
