"","obs_year","obs_month","obs_day","obs_hour","obs_min","rpt_type","wind_angle","wind_speed","air_temp","dew_pt","sea_level_press","obs_date","week"
"5901",2016,6,12,10,51,"FM-16",110,6.7,18,11,9999.9,2016-06-12,24
"5902",2016,6,12,10,53,"FM-15",110,7.7,17.8,11.1,1018.5,2016-06-12,24
"5903",2016,6,12,11,53,"FM-15",70,4.6,17.2,12.8,1018.7,2016-06-12,24
"5904",2016,6,12,12,0,"FM-12",70,4.6,17.2,12.8,1018.7,2016-06-12,24
"5905",2016,6,12,12,53,"FM-15",100,4.6,18.3,14.4,1018.7,2016-06-12,24
"5906",2016,6,12,13,53,"FM-15",110,7.2,20,13.3,1019.3,2016-06-12,24
"5907",2016,6,12,14,53,"FM-15",110,7.7,20.6,14.4,1019.2,2016-06-12,24
"5908",2016,6,12,15,53,"FM-15",120,9.8,21.7,15,1019,2016-06-12,24
"5909",2016,6,12,16,6,"FM-16",130,8.8,21.1,15,9999.9,2016-06-12,24
"5910",2016,6,12,16,53,"FM-15",130,8.8,22.8,16.1,1018.9,2016-06-12,24
"5911",2016,6,12,17,53,"FM-15",120,8.2,23.3,16.1,1018.7,2016-06-12,24
"5912",2016,6,12,18,0,"FM-12",120,8.2,23.3,16.1,1018.7,2016-06-12,24
"5913",2016,6,12,18,0,"FM-16",110,9.3,23.3,15.6,9999.9,2016-06-12,24
"5914",2016,6,12,18,53,"FM-15",130,6.7,23.9,15,1017.7,2016-06-12,24
"5915",2016,6,12,19,53,"FM-15",120,6.2,23.9,15.6,1017.9,2016-06-12,24
"5916",2016,6,12,20,53,"FM-15",110,9.3,25,15.6,1017,2016-06-12,24
"5917",2016,6,12,21,53,"FM-15",120,9.8,25,15.6,1016,2016-06-12,24
"5918",2016,6,12,22,53,"FM-15",110,8.8,24.4,15.6,1015.8,2016-06-12,24
"5919",2016,6,12,23,53,"FM-15",130,8.2,23.9,15.6,1015.4,2016-06-12,24
"5920",2016,6,13,0,0,"FM-12",130,8.2,23.9,15.6,1015.4,2016-06-13,24
"5921",2016,6,13,0,53,"FM-15",130,7.2,23.3,15.6,1015.6,2016-06-13,24
"5922",2016,6,13,1,53,"FM-15",140,8.8,22.2,15,1014.9,2016-06-13,24
"5923",2016,6,13,2,38,"FM-16",999,2.6,22.2,14.4,9999.9,2016-06-13,24
"5924",2016,6,13,2,53,"FM-15",150,3.6,22.2,14.4,1015.8,2016-06-13,24
"5925",2016,6,13,3,53,"FM-15",260,2.6,21.7,14.4,1017.3,2016-06-13,24
"5926",2016,6,13,4,53,"FM-15",150,5.7,21.1,14.4,1015.6,2016-06-13,24
"5927",2016,6,13,5,42,"FM-16",170,4.1,20.6,15.6,9999.9,2016-06-13,24
"5928",2016,6,13,5,51,"FM-16",140,4.1,21,16,9999.9,2016-06-13,24
"5929",2016,6,13,5,53,"FM-15",140,4.6,20,16.1,1015,2016-06-13,24
"5931",2016,6,13,6,0,"FM-12",140,4.6,20,16.1,1015,2016-06-13,24
"5932",2016,6,13,6,51,"FM-16",140,3.1,20,17,9999.9,2016-06-13,24
"5933",2016,6,13,6,53,"FM-15",130,3.1,20,16.7,1013.4,2016-06-13,24
"5934",2016,6,13,7,4,"FM-16",140,5.1,19.4,16.7,9999.9,2016-06-13,24
"5935",2016,6,13,7,48,"FM-16",140,2.6,20,17,9999.9,2016-06-13,24
"5936",2016,6,13,7,51,"FM-16",130,3.6,20,17,9999.9,2016-06-13,24
"5937",2016,6,13,7,53,"FM-15",140,3.6,20,17.2,1012.8,2016-06-13,24
"5938",2016,6,13,8,53,"FM-15",50,6.2,19.4,17.2,1014.4,2016-06-13,24
"5939",2016,6,13,9,16,"FM-16",80,6.2,20,17.2,9999.9,2016-06-13,24
"5940",2016,6,13,9,20,"FM-16",80,7.7,20,17.2,9999.9,2016-06-13,24
"5941",2016,6,13,9,47,"FM-16",120,5.7,20,16,9999.9,2016-06-13,24
"5942",2016,6,13,9,53,"FM-15",140,4.1,20,16.1,1014.1,2016-06-13,24
"5943",2016,6,13,10,35,"FM-16",999,2.1,19.4,16.1,9999.9,2016-06-13,24
"5944",2016,6,13,10,53,"FM-15",150,6.2,18.9,16.1,1014.7,2016-06-13,24
"5945",2016,6,13,11,23,"FM-16",140,3.6,17.8,16.1,9999.9,2016-06-13,24
"5946",2016,6,13,11,31,"FM-16",140,3.1,17.8,16.1,9999.9,2016-06-13,24
"5947",2016,6,13,11,53,"FM-15",130,3.6,17.8,16.1,1014.1,2016-06-13,24
"5948",2016,6,13,12,0,"FM-12",130,3.6,17.8,16.1,1014.1,2016-06-13,24
"5949",2016,6,13,12,53,"FM-15",150,2.1,18.9,16.1,1014.4,2016-06-13,24
"5950",2016,6,13,13,53,"FM-15",160,4.1,20.6,16.1,1013.9,2016-06-13,24
"5951",2016,6,13,14,53,"FM-15",160,4.6,22.8,16.7,1013.7,2016-06-13,24
"5952",2016,6,13,15,53,"FM-15",210,2.1,24.4,17.2,1013.2,2016-06-13,24
"5953",2016,6,13,16,53,"FM-15",270,3.1,25,17.8,1013.2,2016-06-13,24
"5954",2016,6,13,17,11,"FM-16",260,2.6,25,17.8,9999.9,2016-06-13,24
"5955",2016,6,13,17,53,"FM-15",340,1.5,24.4,18.9,1013.2,2016-06-13,24
"5956",2016,6,13,18,0,"FM-12",340,1.5,24.4,18.9,1013.2,2016-06-13,24
"5957",2016,6,13,18,53,"FM-15",999,1.5,25.6,18.9,1012.8,2016-06-13,24
"5958",2016,6,13,19,53,"FM-15",340,2.6,25,19.4,1012.6,2016-06-13,24
"5959",2016,6,13,20,26,"FM-16",999,2.1,25,18.9,9999.9,2016-06-13,24
"5960",2016,6,13,20,53,"FM-15",360,2.1,25,19.4,1012.3,2016-06-13,24
"5961",2016,6,13,21,53,"FM-15",20,4.6,25,19.4,1012.1,2016-06-13,24
"5962",2016,6,13,22,53,"FM-15",360,3.6,23.9,19.4,1012,2016-06-13,24
"5963",2016,6,13,23,17,"FM-16",40,5.1,23.3,18.9,9999.9,2016-06-13,24
"5964",2016,6,13,23,53,"FM-15",30,4.6,22.8,18.9,1011.8,2016-06-13,24
"5965",2016,6,14,0,0,"FM-12",30,4.6,22.8,18.9,1011.8,2016-06-14,24
"5966",2016,6,14,0,53,"FM-15",20,5.1,21.7,18.3,1011.8,2016-06-14,24
"5967",2016,6,14,1,53,"FM-15",30,3.6,20.6,17.8,1011.7,2016-06-14,24
"5968",2016,6,14,2,3,"FM-16",30,3.1,20.6,17.8,9999.9,2016-06-14,24
"5969",2016,6,14,2,10,"FM-16",40,3.6,20.6,17.8,9999.9,2016-06-14,24
"5970",2016,6,14,2,53,"FM-15",30,4.6,20,16.7,1012.2,2016-06-14,24
"5971",2016,6,14,3,53,"FM-15",30,4.1,19.4,16.1,1012.7,2016-06-14,24
"5972",2016,6,14,4,26,"FM-16",40,3.6,19.4,16.1,9999.9,2016-06-14,24
"5973",2016,6,14,4,53,"FM-15",10,3.1,18.9,16.1,1012.7,2016-06-14,24
"5974",2016,6,14,5,53,"FM-15",20,3.1,18.3,16.1,1012.4,2016-06-14,24
"5976",2016,6,14,6,0,"FM-12",20,3.1,18.3,16.1,1012.4,2016-06-14,24
"5977",2016,6,14,6,4,"FM-16",10,4.1,18.3,16.1,9999.9,2016-06-14,24
"5978",2016,6,14,6,12,"FM-16",10,3.6,18.3,16.1,9999.9,2016-06-14,24
"5979",2016,6,14,6,48,"FM-16",30,3.6,18,16,9999.9,2016-06-14,24
"5980",2016,6,14,6,53,"FM-15",20,3.6,18.3,16.1,1012.1,2016-06-14,24
"5981",2016,6,14,7,14,"FM-16",20,3.6,18.3,16.1,9999.9,2016-06-14,24
"5982",2016,6,14,7,32,"FM-16",10,3.6,18.3,16.1,9999.9,2016-06-14,24
"5983",2016,6,14,7,53,"FM-15",30,3.1,18.3,16.1,1011.9,2016-06-14,24
"5984",2016,6,14,8,31,"FM-16",30,2.1,18.3,16.1,9999.9,2016-06-14,24
"5985",2016,6,14,8,53,"FM-15",60,3.1,18.9,16.7,1011.4,2016-06-14,24
"5986",2016,6,14,9,14,"FM-16",60,4.6,18.9,16.7,9999.9,2016-06-14,24
"5987",2016,6,14,9,21,"FM-16",60,4.6,18.9,16.7,9999.9,2016-06-14,24
"5988",2016,6,14,9,30,"FM-16",60,3.6,18.9,16.7,9999.9,2016-06-14,24
"5989",2016,6,14,9,53,"FM-15",50,4.6,18.9,16.7,1010.6,2016-06-14,24
"5990",2016,6,14,10,53,"FM-15",80,5.1,18.9,17.2,1010.8,2016-06-14,24
"5991",2016,6,14,11,31,"FM-16",90,4.6,19.4,17.2,9999.9,2016-06-14,24
"5992",2016,6,14,11,53,"FM-15",60,3.6,19.4,17.2,1011,2016-06-14,24
"5993",2016,6,14,12,0,"FM-12",60,3.6,19.4,17.2,1011,2016-06-14,24
"5994",2016,6,14,12,12,"FM-16",80,4.1,20,17.2,9999.9,2016-06-14,24
"5995",2016,6,14,12,43,"FM-16",90,4.6,20.6,16.7,9999.9,2016-06-14,24
"5996",2016,6,14,12,53,"FM-15",90,5.1,20,16.7,1010.3,2016-06-14,24
"5997",2016,6,14,13,53,"FM-15",90,5.1,21.1,16.7,1010.2,2016-06-14,24
"5998",2016,6,14,14,53,"FM-15",100,4.1,21.1,16.7,1010.1,2016-06-14,24
"5999",2016,6,14,15,53,"FM-15",90,4.1,22.2,17.2,1009.8,2016-06-14,24
"6000",2016,6,14,16,53,"FM-15",999,2.6,21.7,17.2,1009.5,2016-06-14,24
"6001",2016,6,14,16,58,"FM-16",110,3.1,21.7,17.2,9999.9,2016-06-14,24
"6002",2016,6,14,17,17,"FM-16",999,0,21.1,17.8,9999.9,2016-06-14,24
"6003",2016,6,14,17,44,"FM-16",100,3.6,20.6,18.3,9999.9,2016-06-14,24
"6004",2016,6,14,17,51,"FM-16",100,5.7,20,18,9999.9,2016-06-14,24
"6005",2016,6,14,17,53,"FM-15",80,6.2,20,17.8,1009,2016-06-14,24
"6006",2016,6,14,18,0,"FM-12",80,6.2,20,17.8,1009,2016-06-14,24
"6007",2016,6,14,18,0,"FM-16",70,6.2,19.4,18.3,9999.9,2016-06-14,24
"6008",2016,6,14,18,13,"FM-16",80,6.2,20,18.3,9999.9,2016-06-14,24
"6009",2016,6,14,18,53,"FM-15",80,7.7,21.1,18.9,1007.2,2016-06-14,24
"6010",2016,6,14,19,53,"FM-15",100,6.2,22.8,18.3,1006.3,2016-06-14,24
"6011",2016,6,14,20,53,"FM-15",100,6.2,22.8,18.9,1005.7,2016-06-14,24
"6012",2016,6,14,21,51,"FM-16",90,3.6,22,19,9999.9,2016-06-14,24
"6013",2016,6,14,21,53,"FM-15",100,3.1,22.2,18.9,1005.9,2016-06-14,24
"6014",2016,6,14,22,4,"FM-16",90,4.6,22.2,18.9,9999.9,2016-06-14,24
"6015",2016,6,14,22,15,"FM-16",90,3.6,21.7,18.9,9999.9,2016-06-14,24
"6016",2016,6,14,22,51,"FM-16",80,3.6,21,19,9999.9,2016-06-14,24
"6017",2016,6,14,22,53,"FM-15",80,3.6,21.1,19.4,1004.9,2016-06-14,24
"6018",2016,6,14,23,37,"FM-16",290,8.2,21.1,19.4,9999.9,2016-06-14,24
"6019",2016,6,14,23,40,"FM-16",290,9.3,21.1,19.4,9999.9,2016-06-14,24
"6020",2016,6,14,23,51,"FM-16",310,6.7,21,20,9999.9,2016-06-14,24
"6021",2016,6,14,23,53,"FM-15",310,5.7,20.6,20,1005.4,2016-06-14,24
"6022",2016,6,14,23,56,"FM-16",300,4.6,20.6,20,9999.9,2016-06-14,24
"6023",2016,6,15,0,0,"FM-12",310,5.7,20.6,20,1005.4,2016-06-15,24
"6024",2016,6,15,0,7,"FM-16",310,4.6,20.6,19.4,9999.9,2016-06-15,24
"6025",2016,6,15,0,11,"FM-16",280,3.6,20.6,19.4,9999.9,2016-06-15,24
"6026",2016,6,15,0,19,"FM-16",310,2.6,21.1,18.9,9999.9,2016-06-15,24
"6027",2016,6,15,0,23,"FM-16",999,2.6,20.6,18.9,9999.9,2016-06-15,24
"6028",2016,6,15,0,34,"FM-16",50,7.7,20.6,18.3,9999.9,2016-06-15,24
"6029",2016,6,15,0,53,"FM-15",70,6.2,20,17.8,1003.4,2016-06-15,24
"6030",2016,6,15,0,56,"FM-16",70,5.1,20,17.8,9999.9,2016-06-15,24
"6031",2016,6,15,1,16,"FM-16",70,8.2,19.4,17.2,9999.9,2016-06-15,24
"6032",2016,6,15,1,40,"FM-16",220,4.6,20,17.8,9999.9,2016-06-15,24
"6033",2016,6,15,1,53,"FM-15",170,2.1,20,17.8,1003,2016-06-15,24
"6034",2016,6,15,2,53,"FM-15",140,3.1,19.4,17.2,1004.1,2016-06-15,24
"6035",2016,6,15,3,53,"FM-15",120,3.6,18.9,17.2,1004.8,2016-06-15,24
"6036",2016,6,15,4,44,"FM-16",130,2.1,18.3,17.2,9999.9,2016-06-15,24
"6037",2016,6,15,4,53,"FM-15",150,1.5,18.3,17.2,1005.4,2016-06-15,24
"6038",2016,6,15,5,53,"FM-15",180,2.6,18.9,17.8,1005.2,2016-06-15,24
"6040",2016,6,15,6,0,"FM-12",180,2.6,18.9,17.8,1005.2,2016-06-15,24
"6041",2016,6,15,6,53,"FM-15",140,2.6,18.3,16.7,1005.1,2016-06-15,24
"6042",2016,6,15,7,53,"FM-15",150,3.6,18.3,16.7,1004.8,2016-06-15,24
"6043",2016,6,15,8,53,"FM-15",160,3.6,17.8,16.7,1005,2016-06-15,24
"6044",2016,6,15,9,53,"FM-15",180,3.1,18.3,16.7,1004.9,2016-06-15,24
"6045",2016,6,15,10,53,"FM-15",130,2.1,17.8,16.1,1004.7,2016-06-15,24
"6046",2016,6,15,11,53,"FM-15",150,1.5,18.3,16.7,1005,2016-06-15,24
"6047",2016,6,15,12,0,"FM-12",150,1.5,18.3,16.7,1005,2016-06-15,24
"6048",2016,6,15,12,7,"FM-16",200,1.5,19.4,17.2,9999.9,2016-06-15,24
"6049",2016,6,15,12,32,"FM-16",220,4.6,19.4,17.2,9999.9,2016-06-15,24
"6050",2016,6,15,12,53,"FM-15",220,3.6,20,17.2,1005.4,2016-06-15,24
"6051",2016,6,15,13,53,"FM-15",230,6.2,21.1,17.2,1005.4,2016-06-15,24
"6052",2016,6,15,14,34,"FM-16",240,5.1,22.2,17.2,9999.9,2016-06-15,24
"6053",2016,6,15,14,53,"FM-15",230,5.7,22.2,17.2,1005.4,2016-06-15,24
"6054",2016,6,15,15,53,"FM-15",290,7.7,22.8,16.1,1005.6,2016-06-15,24
"6055",2016,6,15,16,30,"FM-16",240,8.2,22.2,15.6,9999.9,2016-06-15,24
"6056",2016,6,15,16,48,"FM-16",270,5.7,22,16,9999.9,2016-06-15,24
"6057",2016,6,15,16,53,"FM-15",250,6.2,22.2,15.6,1006.2,2016-06-15,24
"6058",2016,6,15,17,53,"FM-15",270,6.2,21.1,15.6,1006.8,2016-06-15,24
"6059",2016,6,15,18,0,"FM-12",270,6.2,21.1,15.6,1006.8,2016-06-15,24
"6060",2016,6,15,18,53,"FM-15",280,7.2,22.2,16.1,1006.8,2016-06-15,24
"6061",2016,6,15,19,53,"FM-15",290,6.7,23.3,16.7,1007,2016-06-15,24
"6062",2016,6,15,20,10,"FM-16",300,6.7,23.3,16.7,9999.9,2016-06-15,24
"6063",2016,6,15,20,53,"FM-15",290,5.7,23.3,16.7,1007.6,2016-06-15,24
"6064",2016,6,15,21,53,"FM-15",290,6.7,23.3,16.7,1008,2016-06-15,24
"6065",2016,6,15,22,51,"FM-16",300,7.7,23,17,9999.9,2016-06-15,24
"6066",2016,6,15,22,53,"FM-15",310,7.7,23.3,17.2,1008.2,2016-06-15,24
"6067",2016,6,15,23,53,"FM-15",310,6.7,22.8,16.7,1008.6,2016-06-15,24
"6068",2016,6,16,0,0,"FM-12",310,6.7,22.8,16.7,1008.6,2016-06-16,25
"6069",2016,6,16,0,53,"FM-15",320,5.7,22.2,15.6,1009.2,2016-06-16,25
"6070",2016,6,16,1,53,"FM-15",310,5.1,22.2,16.1,1009.7,2016-06-16,25
"6071",2016,6,16,2,32,"FM-16",330,7.2,21.7,16.1,9999.9,2016-06-16,25
"6072",2016,6,16,2,53,"FM-15",340,7.2,21.1,15,1010.4,2016-06-16,25
"6073",2016,6,16,3,6,"FM-16",340,5.7,21.1,15,9999.9,2016-06-16,25
"6074",2016,6,16,3,51,"FM-16",350,5.1,21,15,9999.9,2016-06-16,25
"6075",2016,6,16,3,53,"FM-15",340,4.6,20.6,15,1010.6,2016-06-16,25
"6076",2016,6,16,4,36,"FM-16",360,5.1,20,15,9999.9,2016-06-16,25
"6077",2016,6,16,4,53,"FM-15",360,5.1,19.4,15,1011.1,2016-06-16,25
"6078",2016,6,16,5,24,"FM-16",350,4.6,18.9,14.4,9999.9,2016-06-16,25
"6079",2016,6,16,5,53,"FM-15",360,2.6,18.9,15,1011.7,2016-06-16,25
"6081",2016,6,16,6,0,"FM-12",360,2.6,18.9,15,1011.7,2016-06-16,25
"6082",2016,6,16,6,53,"FM-15",360,3.6,18.9,15,1012,2016-06-16,25
"6083",2016,6,16,7,11,"FM-16",20,4.1,18.3,15,9999.9,2016-06-16,25
"6084",2016,6,16,7,53,"FM-15",20,4.1,18.3,15,1012.2,2016-06-16,25
"6085",2016,6,16,8,24,"FM-16",340,2.6,18.3,15,9999.9,2016-06-16,25
"6086",2016,6,16,8,53,"FM-15",10,3.1,18.3,15,1012.4,2016-06-16,25
"6087",2016,6,16,9,53,"FM-15",340,2.1,17.8,15.6,1012.8,2016-06-16,25
"6088",2016,6,16,9,55,"FM-16",340,2.1,17.8,15.6,9999.9,2016-06-16,25
"6089",2016,6,16,10,43,"FM-16",340,1.5,17.2,15,9999.9,2016-06-16,25
"6090",2016,6,16,10,51,"FM-16",10,2.1,18,16,9999.9,2016-06-16,25
"6091",2016,6,16,10,53,"FM-15",360,2.1,17.8,15.6,1013.4,2016-06-16,25
"6092",2016,6,16,11,53,"FM-15",360,4.1,17.8,15,1013.8,2016-06-16,25
"6093",2016,6,16,12,0,"FM-12",360,4.1,17.8,15,1013.8,2016-06-16,25
"6094",2016,6,16,12,53,"FM-15",10,4.6,17.8,14.4,1014.1,2016-06-16,25
"6095",2016,6,16,13,53,"FM-15",40,2.1,18.9,14.4,1014.8,2016-06-16,25
"6096",2016,6,16,14,53,"FM-15",20,4.6,20,14.4,1015,2016-06-16,25
"6097",2016,6,16,15,53,"FM-15",40,6.2,20.6,15,1014.5,2016-06-16,25
"6098",2016,6,16,16,53,"FM-15",40,4.1,21.7,15,1014.6,2016-06-16,25
"6099",2016,6,16,17,53,"FM-15",90,4.1,22.2,16.1,1014.4,2016-06-16,25
"6100",2016,6,16,18,0,"FM-12",90,4.1,22.2,16.1,1014.4,2016-06-16,25
"6101",2016,6,16,18,20,"FM-16",110,3.1,22.8,16.1,9999.9,2016-06-16,25
"6102",2016,6,16,18,53,"FM-15",80,3.1,23.3,16.1,1014.4,2016-06-16,25
"6103",2016,6,16,19,53,"FM-15",80,4.1,25,16.7,1013.5,2016-06-16,25
"6104",2016,6,16,20,53,"FM-15",100,4.6,25.6,16.1,1013.6,2016-06-16,25
"6105",2016,6,16,21,53,"FM-15",110,5.7,25.6,16.7,1013.3,2016-06-16,25
"6106",2016,6,16,22,53,"FM-15",100,4.6,26.1,16.7,1013.3,2016-06-16,25
"6107",2016,6,16,23,53,"FM-15",100,4.1,26.1,16.7,1013.1,2016-06-16,25
"6108",2016,6,17,0,0,"FM-12",100,4.1,26.1,16.7,1013.1,2016-06-17,25
"6109",2016,6,17,0,53,"FM-15",120,5.7,25,16.1,1013,2016-06-17,25
"6110",2016,6,17,1,53,"FM-15",140,3.6,23.9,16.1,1013.5,2016-06-17,25
"6111",2016,6,17,2,53,"FM-15",160,3.6,22.8,16.7,1014.3,2016-06-17,25
"6112",2016,6,17,3,53,"FM-15",150,2.6,21.7,16.7,1015,2016-06-17,25
"6113",2016,6,17,4,53,"FM-15",180,2.6,22.2,16.7,1015.4,2016-06-17,25
"6114",2016,6,17,5,53,"FM-15",140,2.1,20.6,16.7,1015.5,2016-06-17,25
"6116",2016,6,17,6,0,"FM-12",140,2.1,20.6,16.7,1015.5,2016-06-17,25
"6117",2016,6,17,6,53,"FM-15",140,2.6,19.4,16.7,1015.5,2016-06-17,25
"6118",2016,6,17,7,53,"FM-15",120,3.1,19.4,16.7,1015.7,2016-06-17,25
"6119",2016,6,17,8,53,"FM-15",110,3.1,18.9,16.1,1015.9,2016-06-17,25
"6120",2016,6,17,9,53,"FM-15",120,4.6,18.9,16.1,1015.4,2016-06-17,25
"6121",2016,6,17,10,53,"FM-15",150,4.1,18.9,15.6,1015.9,2016-06-17,25
"6122",2016,6,17,11,53,"FM-15",150,4.1,18.9,15.6,1016.6,2016-06-17,25
"6123",2016,6,17,12,0,"FM-12",150,4.1,18.9,15.6,1016.6,2016-06-17,25
"6124",2016,6,17,12,53,"FM-15",150,4.1,20.6,15.6,1016.7,2016-06-17,25
"6125",2016,6,17,13,53,"FM-15",160,3.6,21.7,16.1,1017.3,2016-06-17,25
"6126",2016,6,17,14,53,"FM-15",150,4.6,22.8,16.7,1017.4,2016-06-17,25
"6127",2016,6,17,15,53,"FM-15",140,7.2,25,17.2,1016.4,2016-06-17,25
"6128",2016,6,17,16,53,"FM-15",140,4.1,26.1,17.8,1017.8,2016-06-17,25
"6129",2016,6,17,17,53,"FM-15",170,4.6,27.2,18.3,1017.3,2016-06-17,25
"6130",2016,6,17,18,0,"FM-12",170,4.6,27.2,18.3,1017.3,2016-06-17,25
"6131",2016,6,17,18,53,"FM-15",999,1.5,28.3,17.8,1018.2,2016-06-17,25
"6132",2016,6,17,19,53,"FM-15",999,2.1,28.9,18.3,1018,2016-06-17,25
"6133",2016,6,17,20,53,"FM-15",130,4.6,29.4,19.4,1017.4,2016-06-17,25
"6134",2016,6,17,21,53,"FM-15",60,4.1,28.3,18.3,1018.7,2016-06-17,25
"6135",2016,6,17,22,53,"FM-15",20,5.7,27.8,18.9,1019.3,2016-06-17,25
"6136",2016,6,17,23,53,"FM-15",40,4.6,26.1,18.3,1020,2016-06-17,25
"6137",2016,6,18,0,0,"FM-12",40,4.6,26.1,18.3,1020,2016-06-18,25
"6138",2016,6,18,0,53,"FM-15",999,1.5,25.6,18.3,1019.4,2016-06-18,25
"6139",2016,6,18,1,53,"FM-15",220,8.2,26.1,18.3,1017.4,2016-06-18,25
"6140",2016,6,18,2,2,"FM-16",220,12.4,25.6,18.3,9999.9,2016-06-18,25
"6141",2016,6,18,2,43,"FM-16",180,5.1,25.6,18.3,9999.9,2016-06-18,25
"6142",2016,6,18,2,53,"FM-15",170,7.2,25.6,17.8,1018.2,2016-06-18,25
"6143",2016,6,18,3,53,"FM-15",180,5.1,25,17.2,1018.1,2016-06-18,25
"6144",2016,6,18,4,53,"FM-15",170,5.7,23.9,15.6,1017.6,2016-06-18,25
"6145",2016,6,18,5,53,"FM-15",230,2.1,23.3,15,1017.6,2016-06-18,25
"6147",2016,6,18,6,0,"FM-12",230,2.1,23.3,15,1017.6,2016-06-18,25
"6148",2016,6,18,6,53,"FM-15",100,2.1,22.2,15.6,1018.4,2016-06-18,25
"6149",2016,6,18,7,53,"FM-15",60,1.5,21.7,15.6,1018.7,2016-06-18,25
"6150",2016,6,18,8,53,"FM-15",320,1.5,21.1,16.7,1019.4,2016-06-18,25
"6151",2016,6,18,9,53,"FM-15",60,2.6,21.1,16.7,1019.9,2016-06-18,25
"6152",2016,6,18,10,53,"FM-15",40,2.1,21.7,17.2,1020.6,2016-06-18,25
"6153",2016,6,18,11,53,"FM-15",120,2.1,22.8,18.3,1020.8,2016-06-18,25
"6154",2016,6,18,12,0,"FM-12",120,2.1,22.8,18.3,1020.8,2016-06-18,25
"6155",2016,6,18,12,53,"FM-15",130,3.1,23.3,18.3,1020.9,2016-06-18,25
"6156",2016,6,18,13,53,"FM-15",130,3.6,23.3,18.9,1020.7,2016-06-18,25
"6157",2016,6,18,14,53,"FM-15",160,3.6,24.4,19.4,1020.8,2016-06-18,25
"6158",2016,6,18,15,53,"FM-15",220,3.1,25,17.8,1021.6,2016-06-18,25
"6159",2016,6,18,16,53,"FM-15",270,3.6,26.7,18.3,1021.9,2016-06-18,25
"6160",2016,6,18,17,53,"FM-15",190,2.6,27.2,18.3,1021.5,2016-06-18,25
"6161",2016,6,18,18,0,"FM-12",190,2.6,27.2,18.3,1021.5,2016-06-18,25
"6162",2016,6,18,18,53,"FM-15",999,1.5,29.4,19.4,1021.1,2016-06-18,25
"6163",2016,6,18,19,53,"FM-15",999,1.5,30,18.9,1020.8,2016-06-18,25
"6164",2016,6,18,20,53,"FM-15",340,3.1,30.6,17.2,1020.2,2016-06-18,25
"6165",2016,6,18,21,53,"FM-15",999,0,31.1,17.8,1019.8,2016-06-18,25
"6166",2016,6,18,22,53,"FM-15",999,3.1,30,17.2,1019.4,2016-06-18,25
"6167",2016,6,18,23,53,"FM-15",250,3.1,30,17.8,1019.5,2016-06-18,25
"6168",2016,6,19,0,0,"FM-12",250,3.1,30,17.8,1019.5,2016-06-19,25
"6169",2016,6,19,0,53,"FM-15",270,3.1,30,17.2,1019.2,2016-06-19,25
"6170",2016,6,19,1,53,"FM-15",250,1.5,28.9,17.8,1019.4,2016-06-19,25
"6171",2016,6,19,2,53,"FM-15",210,2.1,27.8,19.4,1019.6,2016-06-19,25
"6172",2016,6,19,3,53,"FM-15",200,2.1,27.2,20.6,1019.9,2016-06-19,25
"6173",2016,6,19,4,53,"FM-15",180,3.6,26.1,20,1019.7,2016-06-19,25
"6174",2016,6,19,5,53,"FM-15",210,3.1,26.1,18.9,1019.4,2016-06-19,25
"6176",2016,6,19,6,0,"FM-12",210,3.1,26.1,18.9,1019.4,2016-06-19,25
"6177",2016,6,19,6,53,"FM-15",170,2.6,24.4,18.3,1019.3,2016-06-19,25
"6178",2016,6,19,7,53,"FM-15",180,3.6,24.4,17.8,1019,2016-06-19,25
"6179",2016,6,19,8,53,"FM-15",170,4.1,23.9,16.7,1018.6,2016-06-19,25
"6180",2016,6,19,9,53,"FM-15",150,2.1,22.2,16.7,1018.3,2016-06-19,25
"6181",2016,6,19,10,53,"FM-15",180,3.1,23.3,16.1,1018.3,2016-06-19,25
"6182",2016,6,19,11,53,"FM-15",190,3.6,23.9,16.1,1017.9,2016-06-19,25
"6183",2016,6,19,12,0,"FM-12",190,3.6,23.9,16.1,1017.9,2016-06-19,25
"6184",2016,6,19,12,53,"FM-15",200,4.1,25,16.1,1017.9,2016-06-19,25
"6185",2016,6,19,13,53,"FM-15",190,4.6,26.7,16.1,1017.3,2016-06-19,25
"6186",2016,6,19,14,53,"FM-15",200,7.2,27.8,16.7,1016.3,2016-06-19,25
"6187",2016,6,19,15,53,"FM-15",210,5.1,29.4,17.8,1016.1,2016-06-19,25
"6188",2016,6,19,16,53,"FM-15",200,6.7,30.6,17.8,1016,2016-06-19,25
"6189",2016,6,19,17,53,"FM-15",200,8.8,31.1,17.8,1015.5,2016-06-19,25
"6190",2016,6,19,18,0,"FM-12",200,8.8,31.1,17.8,1015.5,2016-06-19,25
"6191",2016,6,19,18,53,"FM-15",200,8.2,32.2,18.9,1014.4,2016-06-19,25
"6192",2016,6,19,19,53,"FM-15",200,9.3,32.8,18.9,1013.6,2016-06-19,25
"6193",2016,6,19,20,53,"FM-15",190,9.3,33.3,18.3,1013.2,2016-06-19,25
"6194",2016,6,19,21,53,"FM-15",200,10.8,33.3,17.8,1012.3,2016-06-19,25
"6195",2016,6,19,22,53,"FM-15",200,9.3,33.3,17.2,1012.1,2016-06-19,25
"6196",2016,6,19,23,53,"FM-15",200,6.7,32.8,17.8,1011.3,2016-06-19,25
